"Ontology","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","1","GO:0150146","cell junction disassembly","2/73","19/13552",0.00461233364289455,0.0645348649870574,0.0555947376973571,"CX3CR1/TREM2",2
"KEGG","1","hsa04080","Neuroactive ligand-receptor interaction","6/44","225/6190",0.00478898290542953,0.0981741495613054,0.0907386234712964,"5724/53829/154/10161/1908/10800",6
"BP","1","GO:0001818","negative regulation of cytokine production","5/73","204/13552",0.00482822588241429,0.0670063543193593,0.0577238473062282,"CD84/CX3CR1/UBA7/TREM2/CD33",5
"BP","1","GO:0050878","regulation of body fluid levels","7/73","390/13552",0.00493732377897236,0.0679678362153695,0.0585521334399353,"GATA2/TREML1/FLI1/A2M/PIK3R6/PIK3R5/DOCK11",7
"MF","1","GO:0004364","glutathione transferase activity","2/78","19/13926",0.00497889429488261,0.0636192048790555,0.0576503549933776,"GSTM1/HPGDS",2
"BP","1","GO:0051962","positive regulation of nervous system development","8/73","497/13552",0.00513830253119808,0.0701686593660409,0.0604480727249155,"CX3CR1/GATA2/TREM2/MOB2/AVIL/ITGAX/CCL3/SYNDIG1",8
"BP","1","GO:0031644","regulation of nervous system process","4/73","130/13552",0.00528148550434782,0.0715515536184264,0.0616393922270167,"PTAFR/ADRB2/ITGAX/CCL3",4
"BP","-1","GO:0001895","retina homeostasis","2/29","51/13552",0.00528298924958264,0.246814317364548,0.211955650050282,"NXNL2/CDH3",2
"BP","1","GO:0014015","positive regulation of gliogenesis","3/73","66/13552",0.00538199432421807,0.0717739399331269,0.0618309709780645,"CX3CR1/TREM2/CCL3",3
"BP","1","GO:0032649","regulation of interferon-gamma production","3/73","66/13552",0.00538199432421807,0.0717739399331269,0.0618309709780645,"IRF8/IL12RB1/TLR7",3
"MF","1","GO:0001530","lipopolysaccharide binding","2/78","20/13926",0.00551211357782996,0.0667255854158364,0.0604652902166389,"PTAFR/TREM2",2
"BP","1","GO:0002695","negative regulation of leukocyte activation","4/73","132/13552",0.0055730909924724,0.0732971712154788,0.0631431863768532,"CD84/SPN/CD300LF/SOCS6",4
"BP","1","GO:0043302","positive regulation of leukocyte degranulation","2/73","21/13552",0.00562503188589791,0.0732971712154788,0.0631431863768532,"PTAFR/GATA2",2
"BP","1","GO:2000352","negative regulation of endothelial cell apoptotic process","2/73","21/13552",0.00562503188589791,0.0732971712154788,0.0631431863768532,"GATA2/RAMP2",2
"BP","1","GO:0002831","regulation of response to biotic stimulus","6/73","303/13552",0.00577146246478551,0.0746355032377944,0.0642961169322596,"SFPQ/TREM2/A2M/PIK3R6/IL12RB1/LILRA2",6
"BP","1","GO:1902036","regulation of hematopoietic stem cell differentiation","3/73","68/13552",0.00584933401097051,0.0750074947937786,0.0646165758498497,"TAL1/GATA2/LMO2",3
"BP","1","GO:1903706","regulation of hemopoiesis","7/73","403/13552",0.00588811031187249,0.0750074947937786,0.0646165758498497,"TAL1/GATA2/TREM2/LMO2/PIK3R6/CCL3/IL12RB1",7
"MF","1","GO:0005543","phospholipid binding","7/78","389/13926",0.00605623163949604,0.0696466638542045,0.0631123086642219,"PTAFR/TREM2/BIN2/AVIL/RUBCNL/ADAP2/CD300LF",7
"BP","1","GO:0043368","positive T cell selection","2/73","22/13552",0.00616607935115833,0.0779666477957576,0.0671657922305512,"SPN/IL12RB1",2
"BP","1","GO:0034767","positive regulation of ion transmembrane transport","4/73","137/13552",0.00634879582833224,0.0796867241100231,0.0686475833760073,"PTAFR/ADRB2/TREM2/EDN3",4
"CC","1","GO:0009897","external side of plasma membrane","5/78","215/14163",0.00662482317593471,0.151114238212629,0.143037549022154,"CX3CR1/ABCG2/SPN/IL12RB1/CD33",5
"BP","-1","GO:0071383","cellular response to steroid hormone stimulus","3/29","182/13552",0.00673463324129548,0.246814317364548,0.211955650050282,"DDIT4/PER1/NR1D1",3
"BP","1","GO:0045088","regulation of innate immune response","5/73","221/13552",0.00674171421728246,0.0840007749554829,0.0723640012412108,"SFPQ/TREM2/A2M/PIK3R6/LILRA2",5
"CC","1","GO:0001891","phagocytic cup","2/78","23/14163",0.00702856921919205,0.151114238212629,0.143037549022154,"ARHGAP25/BIN2",2
"BP","1","GO:0150077","regulation of neuroinflammatory response","2/73","24/13552",0.0073162892674315,0.090499317242794,0.077962289142653,"TREM2/CCL3",2
"BP","1","GO:0050764","regulation of phagocytosis","3/73","74/13552",0.00739423349326104,0.0908054429711985,0.07822600674052,"GATA2/TREM2/CD300LF",3
"BP","-1","GO:0007623","circadian rhythm","3/29","189/13552",0.00747149775827871,0.246814317364548,0.211955650050282,"CIART/PER1/NR1D1",3
"BP","1","GO:0060333","interferon-gamma-mediated signaling pathway","3/73","75/13552",0.00767292791034516,0.0935549138782799,0.080594588652272,"PTAFR/OAS1/IRF8",3
"BP","1","GO:0035590","purinergic nucleotide receptor signaling pathway","2/73","25/13552",0.00792494511007335,0.0959424205879092,0.0826513498975175,"PTAFR/P2RY13",2
"BP","1","GO:1903037","regulation of leukocyte cell-cell adhesion","5/73","231/13552",0.0080875711725466,0.0972217182502609,0.083753424225705,"PTAFR/SPN/PIK3R6/SOCS6/IL12RB1",5
"BP","1","GO:0001525","angiogenesis","7/73","429/13552",0.00819479584644997,0.0978217937754553,0.0842703702428459,"TAL1/CX3CR1/GATA2/HHEX/ITGAX/PIK3R6/RAMP2",7
"BP","1","GO:0021700","developmental maturation","5/73","233/13552",0.00837762076911193,0.0993097128671811,0.0855521653103024,"TAL1/CX3CR1/GATA2/LYL1/CEBPA",5
"BP","1","GO:0060218","hematopoietic stem cell differentiation","3/73","78/13552",0.00854602212847453,0.100607308781421,0.0866700030016618,"TAL1/GATA2/LMO2",3
"BP","1","GO:0050866","negative regulation of cell activation","4/73","150/13552",0.00869349839383901,0.10164247779646,0.0875617682494095,"CD84/SPN/CD300LF/SOCS6",4
"BP","-1","GO:0006805","xenobiotic metabolic process","2/29","66/13552",0.00871349102783849,0.246814317364548,0.211955650050282,"CYP2C8/GSTO2",2
"BP","1","GO:0007204","positive regulation of cytosolic calcium ion concentration","5/73","236/13552",0.0088261525861956,0.10189677666251,0.0877808386504651,"CX3CR1/GATA2/LPAR6/CCL3/CYSLTR1",5
"BP","1","GO:1903725","regulation of phospholipid metabolic process","3/73","79/13552",0.00884948917029797,0.10189677666251,0.0877808386504651,"PIK3R6/PIK3R5/SOCS6",3
"BP","1","GO:0002244","hematopoietic progenitor cell differentiation","4/73","151/13552",0.00889432907013124,0.10189677666251,0.0877808386504651,"TAL1/GATA2/LMO2/PLD4",4
"CC","1","GO:0061695","transferase complex, transferring phosphorus-containing groups","5/78","232/14163",0.00905064258670177,0.155018263201101,0.146732913352327,"ACVR1C/TAF5/PIK3R6/PIK3R5/SOCS6",5
"BP","1","GO:0045638","negative regulation of myeloid cell differentiation","3/73","80/13552",0.00915922083387831,0.102733586586788,0.088501723837908,"TAL1/GATA2/CCL3",3
"BP","1","GO:1901532","regulation of hematopoietic progenitor cell differentiation","3/73","80/13552",0.00915922083387831,0.102733586586788,0.088501723837908,"TAL1/GATA2/LMO2",3
"BP","1","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","2/73","27/13552",0.0092081070578668,0.102733586586788,0.088501723837908,"HHEX/CEBPA",2
"BP","1","GO:2000403","positive regulation of lymphocyte migration","2/73","27/13552",0.0092081070578668,0.102733586586788,0.088501723837908,"SPN/CCL3",2
"BP","-1","GO:0010817","regulation of hormone levels","4/29","395/13552",0.00948385844180063,0.246814317364548,0.211955650050282,"MYRIP/CYP2C8/NR1D1/SLCO4A1",4
"CC","1","GO:0008305","integrin complex","2/78","27/14163",0.00961353570239385,0.155018263201101,0.146732913352327,"ITGBL1/ITGAX",2
"BP","1","GO:0097529","myeloid leukocyte migration","4/73","155/13552",0.00972798586068248,0.106764406924069,0.0919741476107202,"CX3CR1/TREM2/CCL3/EDN3",4
"BP","-1","GO:0006767","water-soluble vitamin metabolic process","2/29","70/13552",0.00975865570345569,0.246814317364548,0.211955650050282,"GSTO2/ALDH1L2",2
"BP","-1","GO:0071466","cellular response to xenobiotic stimulus","2/29","70/13552",0.00975865570345569,0.246814317364548,0.211955650050282,"CYP2C8/GSTO2",2
"BP","1","GO:0045639","positive regulation of myeloid cell differentiation","3/73","82/13552",0.00979758343793062,0.106764406924069,0.0919741476107202,"TAL1/GATA2/TREM2",3
"BP","1","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","2/73","28/13552",0.00988211850849614,0.106764406924069,0.0919741476107202,"PTAFR/GATA2",2
"BP","1","GO:0043304","regulation of mast cell degranulation","2/73","28/13552",0.00988211850849614,0.106764406924069,0.0919741476107202,"CD84/GATA2",2
"BP","1","GO:1904030","negative regulation of cyclin-dependent protein kinase activity","2/73","28/13552",0.00988211850849614,0.106764406924069,0.0919741476107202,"HHEX/CEBPA",2
"BP","1","GO:0002699","positive regulation of immune effector process","4/73","158/13552",0.0103855621867955,0.110770934922774,0.0954256443049458,"PTAFR/CD84/GATA2/IL12RB1",4
"BP","1","GO:0006874","cellular calcium ion homeostasis","6/73","344/13552",0.0104688223320066,0.110770934922774,0.0954256443049458,"CX3CR1/GATA2/LPAR6/CCL3/EDN3/CYSLTR1",6
"BP","1","GO:0043299","leukocyte degranulation","7/73","450/13552",0.010499799586341,0.110770934922774,0.0954256443049458,"PTAFR/CD84/GATA2/BIN2/ITGAX/CCL3/CD33",7
"BP","1","GO:0033006","regulation of mast cell activation involved in immune response","2/73","29/13552",0.010577423779972,0.110770934922774,0.0954256443049458,"CD84/GATA2",2
"BP","1","GO:0051930","regulation of sensory perception of pain","2/73","29/13552",0.010577423779972,0.110770934922774,0.0954256443049458,"PTAFR/CCL3",2
"BP","1","GO:0019932","second-messenger-mediated signaling","6/73","346/13552",0.0107516839536177,0.11190929578552,0.0964063060539401,"CX3CR1/ADRB2/TREM2/CCL3/RAMP2/EDN3",6
"BP","1","GO:0006875","cellular metal ion homeostasis","7/73","453/13552",0.0108642102244301,0.112395193049104,0.0968248911229909,"CX3CR1/GATA2/ABCG2/LPAR6/CCL3/EDN3/CYSLTR1",7
"MF","1","GO:0005126","cytokine receptor binding","4/78","154/13926",0.0108951359773525,0.119327679751957,0.108132176617334,"TNFSF10/CCL3/CD300LF/IL12RB1",4
"CC","1","GO:0098636","protein complex involved in cell adhesion","2/78","29/14163",0.0110413116753381,0.158258800679846,0.149800251969499,"ITGBL1/ITGAX",2
"BP","1","GO:0045058","T cell selection","2/73","30/13552",0.0112937804338339,0.114476933189073,0.0986182441742272,"SPN/IL12RB1",2
"BP","1","GO:0045648","positive regulation of erythrocyte differentiation","2/73","30/13552",0.0112937804338339,0.114476933189073,0.0986182441742272,"TAL1/GATA2",2
"BP","1","GO:0051931","regulation of sensory perception","2/73","30/13552",0.0112937804338339,0.114476933189073,0.0986182441742272,"PTAFR/CCL3",2
"BP","1","GO:0006816","calcium ion transport","6/73","350/13552",0.0113336858283265,0.114476933189073,0.0986182441742272,"CD84/CCL3/RAMP2/CD33/LILRA2/CYSLTR1",6
"BP","-1","GO:0009410","response to xenobiotic stimulus","2/29","76/13552",0.0114256704399858,0.246814317364548,0.211955650050282,"CYP2C8/GSTO2",2
"BP","1","GO:0055074","calcium ion homeostasis","6/73","351/13552",0.0114826165755545,0.115298979379244,0.0993264108733725,"CX3CR1/GATA2/LPAR6/CCL3/EDN3/CYSLTR1",6
"BP","1","GO:0003013","circulatory system process","7/73","459/13552",0.0116206626113199,0.116002754839316,0.0999326910927294,"PTAFR/ABCG2/ADRB2/FLI1/RAMP2/EDN3/RENBP",7
"BP","-1","GO:1901570","fatty acid derivative biosynthetic process","2/29","77/13552",0.0117149036175729,0.246814317364548,0.211955650050282,"BDH1/CYP2C8",2
"BP","1","GO:0006939","smooth muscle contraction","3/73","88/13552",0.0118655905983017,0.116686523708848,0.100521736269393,"PTAFR/ADRB2/EDN3",3
"BP","1","GO:0071900","regulation of protein serine/threonine kinase activity","7/73","461/13552",0.0118811390948471,0.116686523708848,0.100521736269393,"ADRB2/DUSP4/HHEX/PIK3R6/PIK3R5/CEBPA/EDN3",7
"BP","1","GO:0098751","bone cell development","2/73","31/13552",0.012030947962951,0.116686523708848,0.100521736269393,"TAL1/FLI1",2
"BP","1","GO:1901381","positive regulation of potassium ion transmembrane transport","2/73","31/13552",0.012030947962951,0.116686523708848,0.100521736269393,"TREM2/EDN3",2
"BP","1","GO:2000273","positive regulation of signaling receptor activity","2/73","31/13552",0.012030947962951,0.116686523708848,0.100521736269393,"TAL1/ADRB2",2
"BP","1","GO:0030219","megakaryocyte differentiation","3/73","89/13552",0.012232786332145,0.117103905383887,0.100881297333759,"TAL1/GATA2/FLI1",3
"BP","1","GO:1903532","positive regulation of secretion by cell","5/73","256/13552",0.0122491905883231,0.117103905383887,0.100881297333759,"PTAFR/GATA2/TREM2/CD33/EDN3",5
"BP","1","GO:0002444","myeloid leukocyte mediated immunity","7/73","464/13552",0.0122797885551938,0.117103905383887,0.100881297333759,"PTAFR/CD84/GATA2/BIN2/ITGAX/CCL3/CD33",7
"MF","-1","GO:0020037","heme binding","2/27","89/13926",0.012778966394676,0.183015998513555,0.145430669613454,"CYP2C8/NR1D1",2
"BP","1","GO:0006968","cellular defense response","2/73","32/13552",0.0127886877782145,0.120339809826918,0.103668926296183,"CX3CR1/SPN",2
"BP","1","GO:1904036","negative regulation of epithelial cell apoptotic process","2/73","32/13552",0.0127886877782145,0.120339809826918,0.103668926296183,"GATA2/RAMP2",2
"BP","1","GO:0050727","regulation of inflammatory response","5/73","259/13552",0.012830606554481,0.120339809826918,0.103668926296183,"TREM2/PLD4/CCL3/CEBPA/TLR7",5
"BP","-1","GO:0051341","regulation of oxidoreductase activity","2/29","81/13552",0.0129038808507424,0.246814317364548,0.211955650050282,"PDK1/CDH3",2
"BP","1","GO:0120254","olefinic compound metabolic process","3/73","91/13552",0.0129866597268278,0.121059719919977,0.104289105989707,"GSTM1/DHRS9/HPGDS",3
"BP","1","GO:0046486","glycerolipid metabolic process","6/73","361/13552",0.0130492023815324,0.121059719919977,0.104289105989707,"AVIL/PIK3R6/PIK3R5/LIPG/SOCS6/GPCPD1",6
"BP","1","GO:0030183","B cell differentiation","3/73","92/13552",0.0133733712978863,0.123396458408065,0.106302132023597,"HHEX/LYL1/DOCK11",3
"BP","-1","GO:0042303","molting cycle","2/29","83/13552",0.0135173997613852,0.246814317364548,0.211955650050282,"CDH3/PER1",2
"BP","-1","GO:0042633","hair cycle","2/29","83/13552",0.0135173997613852,0.246814317364548,0.211955650050282,"CDH3/PER1",2
"BP","1","GO:0002755","MyD88-dependent toll-like receptor signaling pathway","2/73","33/13552",0.0135667631953154,0.123842057617131,0.106686001597836,"CD300LF/TLR7",2
"BP","1","GO:0034122","negative regulation of toll-like receptor signaling pathway","2/73","33/13552",0.0135667631953154,0.123842057617131,0.106686001597836,"CD300LF/LILRA2",2
"MF","1","GO:0051019","mitogen-activated protein kinase binding","2/78","32/13926",0.0137794002778491,0.14405736654115,0.130541686842781,"PTAFR/DUSP4",2
"BP","1","GO:0032414","positive regulation of ion transmembrane transporter activity","3/73","94/13552",0.0141664225864821,0.128381945511413,0.110596970912,"PTAFR/ADRB2/TREM2",3
"BP","1","GO:0051480","regulation of cytosolic calcium ion concentration","5/73","266/13552",0.0142595872559314,0.128381945511413,0.110596970912,"CX3CR1/GATA2/LPAR6/CCL3/CYSLTR1",5
"BP","1","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","2/73","34/13552",0.0143649394216051,0.128381945511413,0.110596970912,"ADRB2/EDN3",2
"BP","1","GO:0042088","T-helper 1 type immune response","2/73","34/13552",0.0143649394216051,0.128381945511413,0.110596970912,"SPN/IL12RB1",2
"BP","-1","GO:0043473","pigmentation","2/29","86/13552",0.0144611526668916,0.246814317364548,0.211955650050282,"ADAMTS9/CDH3",2
"BP","1","GO:0002705","positive regulation of leukocyte mediated immunity","3/73","95/13552",0.0145727911584211,0.129561221392837,0.111612879650845,"PTAFR/GATA2/IL12RB1",3
"BP","1","GO:0034764","positive regulation of transmembrane transport","4/73","175/13552",0.0146571684853261,0.129636200023066,0.111677471360789,"PTAFR/ADRB2/TREM2/EDN3",4
"MF","-1","GO:0046906","tetrapyrrole binding","2/27","97/13926",0.0150501950877862,0.183015998513555,0.145430669613454,"CYP2C8/NR1D1",2
"BP","1","GO:0072503","cellular divalent inorganic cation homeostasis","6/73","373/13552",0.0151211041408906,0.132231392387595,0.113913147205297,"CX3CR1/GATA2/LPAR6/CCL3/EDN3/CYSLTR1",6
"BP","1","GO:0045776","negative regulation of blood pressure","2/73","35/13552",0.0151829835430396,0.132231392387595,0.113913147205297,"PTAFR/ADRB2",2
"BP","1","GO:0050850","positive regulation of calcium-mediated signaling","2/73","35/13552",0.0151829835430396,0.132231392387595,0.113913147205297,"TREM2/CCL3",2
"MF","1","GO:0008528","G protein-coupled peptide receptor activity","3/78","93/13926",0.0152936327516463,0.148893905122727,0.134924454070023,"CX3CR1/RAMP2/CYSLTR1",3
"BP","-1","GO:0044262","cellular carbohydrate metabolic process","3/29","247/13552",0.015409876840133,0.246814317364548,0.211955650050282,"PDK1/DDIT4/NR1D1",3
"BP","1","GO:0045165","cell fate commitment","4/73","178/13552",0.0155106114402167,0.134399054459136,0.115780519273218,"TAL1/GATA2/SPN/IL12RB1",4
"MF","1","GO:0001653","peptide receptor activity","3/78","94/13926",0.0157352991494839,0.148893905122727,0.134924454070023,"CX3CR1/RAMP2/CYSLTR1",3
"BP","1","GO:0021515","cell differentiation in spinal cord","2/73","36/13552",0.0160206645112066,0.136056091147411,0.11720800378191,"TAL1/GATA2",2
"BP","1","GO:0030225","macrophage differentiation","2/73","36/13552",0.0160206645112066,0.136056091147411,0.11720800378191,"GATA2/CEBPA",2
"BP","1","GO:1904646","cellular response to amyloid-beta","2/73","36/13552",0.0160206645112066,0.136056091147411,0.11720800378191,"ADRB2/TREM2",2
"BP","1","GO:2000351","regulation of endothelial cell apoptotic process","2/73","36/13552",0.0160206645112066,0.136056091147411,0.11720800378191,"GATA2/RAMP2",2
"MF","1","GO:0019955","cytokine binding","3/78","95/13926",0.0161841201220356,0.148893905122727,0.134924454070023,"CX3CR1/A2M/IL12RB1",3
"BP","1","GO:0051047","positive regulation of secretion","5/73","275/13552",0.0162498353053323,0.137319152802982,0.118296091305624,"PTAFR/GATA2/TREM2/CD33/EDN3",5
"BP","1","GO:0050920","regulation of chemotaxis","4/73","182/13552",0.0166965335815632,0.139087753296763,0.119819684491461,"SEMA3G/TREM2/CCL3/EDN3",4
"BP","1","GO:0032675","regulation of interleukin-6 production","3/73","100/13552",0.0167035673262077,0.139087753296763,0.119819684491461,"TREM2/LILRA2/TLR7",3
"BP","1","GO:2000736","regulation of stem cell differentiation","3/73","100/13552",0.0167035673262077,0.139087753296763,0.119819684491461,"TAL1/GATA2/LMO2",3
"BP","1","GO:0032411","positive regulation of transporter activity","3/73","102/13552",0.017602245071307,0.144824191778007,0.12476144415495,"PTAFR/ADRB2/TREM2",3
"KEGG","1","hsa00982","Drug metabolism - cytochrome P450","2/44","29/6190",0.0177529935013808,0.253577855536228,0.234372344012945,"2944/27306",2
"BP","1","GO:0032720","negative regulation of tumor necrosis factor production","2/73","38/13552",0.0177540220449859,0.144824191778007,0.12476144415495,"TREM2/CD33",2
"BP","1","GO:0043268","positive regulation of potassium ion transport","2/73","38/13552",0.0177540220449859,0.144824191778007,0.12476144415495,"TREM2/EDN3",2
"BP","1","GO:0097352","autophagosome maturation","2/73","38/13552",0.0177540220449859,0.144824191778007,0.12476144415495,"ADRB2/RUBCNL",2
